number,construction,sentence,item,grammaticality,num_words,prob
37,p_ppp,Many of the laws in these places will impact,any,0,9,0.0020422483794391155
38,p_ppp,It is the case that the laws in these places will impact,any,0,12,0.0014087370363995433
39,p_nrel,The laws which I have not studied will impact,any,1,9,0.008760652504861355
40,p_nrel,Many of the laws which I have not studied will impact,any,1,11,0.006251565646380186
41,p_nrel,It is the case that the laws which I have not studied will impact,any,1,14,0.005587941966950893
42,p_npp,The laws in none of these places will impact,any,1,9,0.029352406039834023
43,p_npp,Many of the laws in none of these places will impact,any,1,11,0.020935922861099243
44,p_npp,It is the case that laws in none of these places will impact,any,1,13,0.01682092994451523
45,n_pn,No laws will impact,any,1,4,0.010666902177035809
46,n_pn,None of the laws will impact,any,1,6,0.021489500999450684
47,n_pn,It is not the case that the laws will impact,any,1,10,0.016887901350855827
48,n_prel,No laws which I have studied will impact,any,1,8,0.018112534657120705
49,n_prel,None of the laws which I have studied will impact,any,1,10,0.020932026207447052
50,n_prel,It is not the case that the laws which I have studied will impact,any,1,14,0.02193223498761654
51,n_ppp,No laws in these places will impact,any,1,7,0.011939582414925098
52,n_ppp,None of the laws in these places will impact,any,1,9,0.01746487431228161
53,n_ppp,It is not the case that laws in these places will impact,any,1,12,0.009228719398379326
54,n_nrel,No laws which I have not studied will impact,any,1,9,0.019705262035131454
55,n_nrel,None of the laws which I have not have studied will impact,any,1,12,0.021672843024134636
56,n_nrel,It is not the case that the laws which I have not studied will impact,any,1,15,0.023893557488918304
57,n_npp,No laws in none of these places will impact,any,1,9,0.017359159886837006
58,n_npp,None of the laws in none of these places will impact,any,1,11,0.02123611606657505
59,n_npp,It is not the case that laws in none of these places will impact,any,1,14,0.013902572914958
60,p_pn,The laws confuse,any,0,3,0.0011364280944690108
61,p_pn,Many of the laws confuse,any,0,5,0.000662522274069488
62,p_pn,It is the case that the laws confuse,any,0,8,0.0007457735482603312
63,p_prel,The laws which I have studied confuse,any,0,7,0.0014393533347174525
64,p_prel,Many of the laws which I have studied confuse,any,0,9,0.0011038644006475806
65,p_prel,It is the case that laws which I have studied confuse,any,0,11,0.0009584854706190526
66,p_ppp,The laws in these places confuse,any,0,6,0.0013788328506052494
67,p_ppp,Many of the laws in these places confuse,any,0,8,0.0009700519731268287
68,p_ppp,It is the case that the laws in these places confuse,any,0,11,0.0009406296303495765
69,p_nrel,The laws which I have not studied confuse,any,1,8,0.0015768007142469287
70,p_nrel,Many of the laws which I have not studied confuse,any,1,10,0.0010810904204845428
71,p_nrel,It is the case that the laws which I have not studied confuse,any,1,13,0.0014365707756951451
72,p_npp,The laws in none of these places confuse,any,1,8,0.024223091080784798
73,p_npp,Many of the laws in none of these places confuse,any,1,10,0.011385873891413212
74,p_npp,It is the case that laws in none of these places confuse,any,1,12,0.006291566416621208
75,n_pn,No laws confuse,any,1,3,0.003170058596879244
76,n_pn,None of the laws confuse,any,1,5,0.009750716388225555
77,n_pn,It is not the case that the laws confuse,any,1,9,0.006176438182592392
78,n_prel,No laws which I have studied confuse,any,1,7,0.0038578608073294163
79,n_prel,None of the laws which I have studied confuse,any,1,9,0.010875506326556206
80,n_prel,It is not the case that the laws which I have studied confuse,any,1,13,0.008765755221247673
81,n_ppp,No laws in these places confuse,any,1,6,0.0039207241497933865
82,n_ppp,None of the laws in these places confuse,any,1,8,0.010703037492930889
83,n_ppp,It is not the case that laws in these places confuse,any,1,11,0.0026686822529882193
84,n_nrel,No laws which I have not studied confuse,any,1,8,0.003150894306600094
85,n_nrel,None of the laws which I have not have studied confuse,any,1,11,0.007655376102775335
86,n_nrel,It is not the case that the laws which I have not studied confuse,any,1,14,0.008865799754858017
87,n_npp,No laws in none of these places confuse,any,1,8,0.010975094512104988
88,n_npp,None of the laws in none of these places confuse,any,1,10,0.015763763338327408
89,n_npp,It is not the case that laws in none of these places confuse,any,1,13,0.00540759414434433
90,p_pn,The laws inspired,any,0,3,0.00013811986718792468
91,p_pn,Many of the laws inspired,any,0,5,4.269292548997328e-05
92,p_pn,It is the case that the laws inspired,any,0,8,0.00015328172594308853
93,p_prel,The laws which I have studied inspired,any,0,7,0.00035327186924405396
94,p_prel,Many of the laws which I have studied inspired,any,0,9,0.000442260701674968
95,p_prel,It is the case that laws which I have studied inspired,any,0,11,0.0006214560125954449
96,p_ppp,The laws in these places inspired,any,0,6,0.0003314927453175187
97,p_ppp,Many of the laws in these places inspired,any,0,8,0.0002598277642391622
98,p_ppp,It is the case that the laws in these places inspired,any,0,11,0.0006457899580709636
99,p_nrel,The laws which I have not studied inspired,any,1,8,0.0013672530185431242
100,p_nrel,Many of the laws which I have not studied inspired,any,1,10,0.0015922347083687782
101,p_nrel,It is the case that the laws which I have not studied inspired,any,1,13,0.0037467610090970993
102,p_npp,The laws in none of these places inspired,any,1,8,0.09476232528686523
103,p_npp,Many of the laws in none of these places inspired,any,1,10,0.07510269433259964
104,p_npp,It is the case that laws in none of these places inspired,any,1,12,0.03740455210208893
105,n_pn,No laws inspired,any,1,3,0.002026304602622986
106,n_pn,None of the laws inspired,any,1,5,0.005651918239891529
107,n_pn,It is not the case that the laws inspired,any,1,9,0.0031136604957282543
108,n_prel,No laws which I have studied inspired,any,1,7,0.008304513990879059
109,n_prel,None of the laws which I have studied inspired,any,1,9,0.0399024672806263
110,n_prel,It is not the case that the laws which I have studied inspired,any,1,13,0.028684882447123528
111,n_ppp,No laws in these places inspired,any,1,6,0.011375302448868752
112,n_ppp,None of the laws in these places inspired,any,1,8,0.031261734664440155
113,n_ppp,It is not the case that laws in these places inspired,any,1,11,0.005398245994001627
114,n_nrel,No laws which I have not studied inspired,any,1,8,0.012850083410739899
115,n_nrel,None of the laws which I have not have studied inspired,any,1,11,0.05064590275287628
116,n_nrel,It is not the case that the laws which I have not studied inspired,any,1,14,0.0500342957675457
117,n_npp,No laws in none of these places inspired,any,1,8,0.03253290802240372
118,n_npp,None of the laws in none of these places inspired,any,1,10,0.06549796462059021
119,n_npp,It is not the case that laws in none of these places inspired,any,1,13,0.028394777327775955
120,p_pn,The laws will change,any,0,4,0.0007642033160664141
121,p_pn,Many of the laws will change,any,0,6,0.0004114625626243651
122,p_pn,It is the case that the laws will change,any,0,9,0.0003187769034411758
123,p_prel,The laws which I have studied will change,any,0,8,0.0010299506830051541
124,p_prel,Many of the laws which I have studied will change,any,0,10,0.0009524726192466915
125,p_prel,It is the case that laws which I have studied will change,any,0,12,0.0007318315911106765
126,p_ppp,The laws in these places will change,any,0,7,0.000449975865194574
127,p_ppp,Many of the laws in these places will change,any,0,9,0.0004454168665688485
128,p_ppp,It is the case that the laws in these places will change,any,0,12,0.0003266353451181203
129,p_nrel,The laws which I have not studied will change,any,1,9,0.0026446322444826365
130,p_nrel,Many of the laws which I have not studied will change,any,1,11,0.0016836419235914946
131,p_nrel,It is the case that the laws which I have not studied will change,any,1,14,0.0015843090368434787
132,p_npp,The laws in none of these places will change,any,1,9,0.012584453448653221
133,p_npp,Many of the laws in none of these places will change,any,1,11,0.009523733519017696
134,p_npp,It is the case that laws in none of these places will change,any,1,13,0.006526486482471228
135,n_pn,No laws will change,any,1,4,0.00231629959307611
136,n_pn,None of the laws will change,any,1,6,0.005435114726424217
137,n_pn,It is not the case that the laws will change,any,1,10,0.007212438154965639
138,n_prel,No laws which I have studied will change,any,1,8,0.009368150494992733
139,n_prel,None of the laws which I have studied will change,any,1,10,0.013129346072673798
140,n_prel,It is not the case that the laws which I have studied will change,any,1,14,0.017694370821118355
141,n_ppp,No laws in these places will change,any,1,7,0.0025632346514612436
142,n_ppp,None of the laws in these places will change,any,1,9,0.005968001205474138
143,n_ppp,It is not the case that laws in these places will change,any,1,12,0.004307414870709181
144,n_nrel,No laws which I have not studied will change,any,1,9,0.011935295537114143
145,n_nrel,None of the laws which I have not have studied will change,any,1,12,0.015369847416877747
146,n_nrel,It is not the case that the laws which I have not studied will change,any,1,15,0.01932065188884735
147,n_npp,No laws in none of these places will change,any,1,9,0.004662327002733946
148,n_npp,None of the laws in none of these places will change,any,1,11,0.007491780444979668
149,n_npp,It is not the case that laws in none of these places will change,any,1,14,0.006403041537851095
150,p_pn,The laws impress,any,0,3,0.0017401818186044693
151,p_pn,Many of the laws impress,any,0,5,0.0013224274152889848
152,p_pn,It is the case that the laws impress,any,0,8,0.0015638582408428192
153,p_prel,The laws which I have studied impress,any,0,7,0.0007737300475127995
154,p_prel,Many of the laws which I have studied impress,any,0,9,0.0009400388225913048
155,p_prel,It is the case that laws which I have studied impress,any,0,11,0.0012051383964717388
156,p_ppp,The laws in these places impress,any,0,6,0.002315622055903077
157,p_ppp,Many of the laws in these places impress,any,0,8,0.001611655461601913
158,p_ppp,It is the case that the laws in these places impress,any,0,11,0.001502840779721737
159,p_nrel,The laws which I have not studied impress,any,1,8,0.0019009689567610621
160,p_nrel,Many of the laws which I have not studied impress,any,1,10,0.002171074040234089
161,p_nrel,It is the case that the laws which I have not studied impress,any,1,13,0.0025898085441440344
162,p_npp,The laws in none of these places impress,any,1,8,0.04980576038360596
163,p_npp,Many of the laws in none of these places impress,any,1,10,0.040980007499456406
164,p_npp,It is the case that laws in none of these places impress,any,1,12,0.0351993590593338
165,n_pn,No laws impress,any,1,3,0.012388545088469982
166,n_pn,None of the laws impress,any,1,5,0.036535076797008514
167,n_pn,It is not the case that the laws impress,any,1,9,0.03136829659342766
168,n_prel,No laws which I have studied impress,any,1,7,0.005494563840329647
169,n_prel,None of the laws which I have studied impress,any,1,9,0.017785431817173958
170,n_prel,It is not the case that the laws which I have studied impress,any,1,13,0.01219441369175911
171,n_ppp,No laws in these places impress,any,1,6,0.03312494978308678
172,n_ppp,None of the laws in these places impress,any,1,8,0.042828235775232315
173,n_ppp,It is not the case that laws in these places impress,any,1,11,0.02096777968108654
174,n_nrel,No laws which I have not studied impress,any,1,8,0.009444968774914742
175,n_nrel,None of the laws which I have not have studied impress,any,1,11,0.018585413694381714
176,n_nrel,It is not the case that the laws which I have not studied impress,any,1,14,0.030037594959139824
177,n_npp,No laws in none of these places impress,any,1,8,0.029903469607234
178,n_npp,None of the laws in none of these places impress,any,1,10,0.042786333709955215
179,n_npp,It is not the case that laws in none of these places impress,any,1,13,0.03656608611345291
180,p_pn,The theories have done,any,0,4,7.636072405148298e-05
181,p_pn,Many of the theories have done,any,0,6,0.00011553622607607394
182,p_pn,It is the case that the theories have done,any,0,9,0.0001611927873454988
183,p_prel,The theories which I have studied have done,any,0,8,0.00023297268489841372
184,p_prel,Many of the theories which I have studied have done,any,0,10,0.00037476912257261574
185,p_prel,It is the case that theories which I have studied have done,any,0,12,0.00028862550971098244
186,p_ppp,The theories in these places have done,any,0,7,0.00018053891835734248
187,p_ppp,Many of the theories in these places have done,any,0,9,0.00024056156689766794
188,p_ppp,It is the case that the theories in these places have done,any,0,12,0.0002762172371149063
189,p_nrel,The theories which I have not studied have done,any,1,9,0.0004519878712017089
190,p_nrel,Many of the theories which I have not studied have done,any,1,11,0.0008011162863112986
191,p_nrel,It is the case that the theories which I have not studied have done,any,1,14,0.0009082034812308848
192,p_npp,The theories in none of these places have done,any,1,9,0.11795401573181152
193,p_npp,Many of the theories in none of these places have done,any,1,11,0.12423469871282578
194,p_npp,It is the case that theories in none of these places have done,any,1,13,0.09229156374931335
195,n_pn,No theories have done,any,1,4,0.03492951765656471
196,n_pn,None of the theories have done,any,1,6,0.12490735203027725
197,n_pn,It is not the case that the theories have done,any,1,10,0.08722445368766785
198,n_prel,No theories which I have studied have done,any,1,8,0.08896040916442871
199,n_prel,None of the theories which I have studied have done,any,1,10,0.18269944190979004
200,n_prel,It is not the case that the theories which I have studied have done,any,1,14,0.13047081232070923
201,n_ppp,No theories in these places have done,any,1,7,0.07672438770532608
202,n_ppp,None of the theories in these places have done,any,1,9,0.15089665353298187
203,n_ppp,It is not the case that theories in these places have done,any,1,12,0.06972024589776993
204,n_nrel,No theories which I have not studied have done,any,1,9,0.09792064875364304
205,n_nrel,None of the theories which I have not have studied have done,any,1,12,0.16948294639587402
206,n_nrel,It is not the case that the theories which I have not studied have done,any,1,15,0.15729443728923798
207,n_npp,No theories in none of these places have done,any,1,9,0.0741603672504425
208,n_npp,None of the theories in none of these places have done,any,1,11,0.12595583498477936
209,n_npp,It is not the case that theories in none of these places have done,any,1,14,0.08549574762582779
210,p_pn,The theories will impact,any,0,4,0.0027699393685907125
211,p_pn,Many of the theories will impact,any,0,6,0.0019680121913552284
212,p_pn,It is the case that the theories will impact,any,0,9,0.002247593831270933
213,p_prel,The theories which I have studied will impact,any,0,8,0.005921735428273678
214,p_prel,Many of the theories which I have studied will impact,any,0,10,0.004337604157626629
215,p_prel,It is the case that theories which I have studied will impact,any,0,12,0.00408213073387742
216,p_ppp,The theories in these places will impact,any,0,7,0.0020173215307295322
217,p_ppp,Many of the theories in these places will impact,any,0,9,0.001833322923630476
218,p_ppp,It is the case that the theories in these places will impact,any,0,12,0.0018800023244693875
219,p_nrel,The theories which I have not studied will impact,any,1,9,0.007741102017462254
220,p_nrel,Many of the theories which I have not studied will impact,any,1,11,0.005657628644257784
221,p_nrel,It is the case that the theories which I have not studied will impact,any,1,14,0.007189703173935413
222,p_npp,The theories in none of these places will impact,any,1,9,0.021181749179959297
223,p_npp,Many of the theories in none of these places will impact,any,1,11,0.017533807083964348
224,p_npp,It is the case that theories in none of these places will impact,any,1,13,0.01799207739531994
225,n_pn,No theories will impact,any,1,4,0.010817382484674454
226,n_pn,None of the theories will impact,any,1,6,0.016552869230508804
227,n_pn,It is not the case that the theories will impact,any,1,10,0.01907089538872242
228,n_prel,No theories which I have studied will impact,any,1,8,0.01593467779457569
229,n_prel,None of the theories which I have studied will impact,any,1,10,0.02188921719789505
230,n_prel,It is not the case that the theories which I have studied will impact,any,1,14,0.03051559440791607
231,n_ppp,No theories in these places will impact,any,1,7,0.010603598318994045
232,n_ppp,None of the theories in these places will impact,any,1,9,0.015183859504759312
233,n_ppp,It is not the case that theories in these places will impact,any,1,12,0.010726178996264935
234,n_nrel,No theories which I have not studied will impact,any,1,9,0.01686824858188629
235,n_nrel,None of the theories which I have not have studied will impact,any,1,12,0.022227691486477852
236,n_nrel,It is not the case that the theories which I have not studied will impact,any,1,15,0.0323476679623127
237,n_npp,No theories in none of these places will impact,any,1,9,0.014646823517978191
238,n_npp,None of the theories in none of these places will impact,any,1,11,0.017720088362693787
239,n_npp,It is not the case that theories in none of these places will impact,any,1,14,0.015828946605324745
240,p_pn,The theories confuse,any,0,3,0.0011995789827778935
241,p_pn,Many of the theories confuse,any,0,5,0.0006945676868781447
242,p_pn,It is the case that the theories confuse,any,0,8,0.0008319798507727683
243,p_prel,The theories which I have studied confuse,any,0,7,0.0014104862930253148
244,p_prel,Many of the theories which I have studied confuse,any,0,9,0.0009332787012681365
245,p_prel,It is the case that theories which I have studied confuse,any,0,11,0.0012416968820616603
246,p_ppp,The theories in these places confuse,any,0,6,0.001335341832600534
247,p_ppp,Many of the theories in these places confuse,any,0,8,0.0009649978019297123
248,p_ppp,It is the case that the theories in these places confuse,any,0,11,0.0009673561435192823
249,p_nrel,The theories which I have not studied confuse,any,1,8,0.001095761195756495
250,p_nrel,Many of the theories which I have not studied confuse,any,1,10,0.0007456954335793853
251,p_nrel,It is the case that the theories which I have not studied confuse,any,1,13,0.0012158302124589682
252,p_npp,The theories in none of these places confuse,any,1,8,0.01676212251186371
253,p_npp,Many of the theories in none of these places confuse,any,1,10,0.008896125480532646
254,p_npp,It is the case that theories in none of these places confuse,any,1,12,0.006501942873001099
255,n_pn,No theories confuse,any,1,3,0.0039500645361840725
256,n_pn,None of the theories confuse,any,1,5,0.010127289220690727
257,n_pn,It is not the case that the theories confuse,any,1,9,0.007696358021348715
258,n_prel,No theories which I have studied confuse,any,1,7,0.002795224543660879
259,n_prel,None of the theories which I have studied confuse,any,1,9,0.006063167005777359
260,n_prel,It is not the case that the theories which I have studied confuse,any,1,13,0.008075100369751453
261,n_ppp,No theories in these places confuse,any,1,6,0.0025105811655521393
262,n_ppp,None of the theories in these places confuse,any,1,8,0.00780810322612524
263,n_ppp,It is not the case that theories in these places confuse,any,1,11,0.003046241123229265
264,n_nrel,No theories which I have not studied confuse,any,1,8,0.0022927175741642714
265,n_nrel,None of the theories which I have not have studied confuse,any,1,11,0.004015660844743252
266,n_nrel,It is not the case that the theories which I have not studied confuse,any,1,14,0.008171220310032368
267,n_npp,No theories in none of these places confuse,any,1,8,0.009329254738986492
268,n_npp,None of the theories in none of these places confuse,any,1,10,0.011707650497555733
269,n_npp,It is not the case that theories in none of these places confuse,any,1,13,0.005679809954017401
270,p_pn,The theories inspired,any,0,3,5.820617298013531e-05
271,p_pn,Many of the theories inspired,any,0,5,2.3111835616873577e-05
272,p_pn,It is the case that the theories inspired,any,0,8,4.58187387266662e-05
273,p_prel,The theories which I have studied inspired,any,0,7,0.0003444965404924005
274,p_prel,Many of the theories which I have studied inspired,any,0,9,0.00035934351035393775
275,p_prel,It is the case that theories which I have studied inspired,any,0,11,0.0006011977675370872
276,p_ppp,The theories in these places inspired,any,0,6,0.0002275116421515122
277,p_ppp,Many of the theories in these places inspired,any,0,8,0.00016740195860620588
278,p_ppp,It is the case that the theories in these places inspired,any,0,11,0.0004447161336429417
279,p_nrel,The theories which I have not studied inspired,any,1,8,0.0012311125174164772
280,p_nrel,Many of the theories which I have not studied inspired,any,1,10,0.0012502468889579177
281,p_nrel,It is the case that the theories which I have not studied inspired,any,1,13,0.0033903694711625576
282,p_npp,The theories in none of these places inspired,any,1,8,0.09722240269184113
283,p_npp,Many of the theories in none of these places inspired,any,1,10,0.07521267235279083
284,p_npp,It is the case that theories in none of these places inspired,any,1,12,0.04444039985537529
285,n_pn,No theories inspired,any,1,3,0.002209647325798869
286,n_pn,None of the theories inspired,any,1,5,0.0027646974194794893
287,n_pn,It is not the case that the theories inspired,any,1,9,0.000492248625960201
288,n_prel,No theories which I have studied inspired,any,1,7,0.01139024831354618
289,n_prel,None of the theories which I have studied inspired,any,1,9,0.039343591779470444
290,n_prel,It is not the case that the theories which I have studied inspired,any,1,13,0.022551119327545166
291,n_ppp,No theories in these places inspired,any,1,6,0.008283903822302818
292,n_ppp,None of the theories in these places inspired,any,1,8,0.03247207775712013
293,n_ppp,It is not the case that theories in these places inspired,any,1,11,0.004517822992056608
294,n_nrel,No theories which I have not studied inspired,any,1,8,0.013688238337635994
295,n_nrel,None of the theories which I have not have studied inspired,any,1,11,0.07576484978199005
296,n_nrel,It is not the case that the theories which I have not studied inspired,any,1,14,0.057737529277801514
297,n_npp,No theories in none of these places inspired,any,1,8,0.04172329977154732
298,n_npp,None of the theories in none of these places inspired,any,1,10,0.07853774726390839
299,n_npp,It is not the case that theories in none of these places inspired,any,1,13,0.03286544606089592
300,p_pn,The theories will change,any,0,4,0.0003970781108364463
301,p_pn,Many of the theories will change,any,0,6,0.00044369715033099055
302,p_pn,It is the case that the theories will change,any,0,9,0.0003710355085786432
303,p_prel,The theories which I have studied will change,any,0,8,0.0019243500428274274
304,p_prel,Many of the theories which I have studied will change,any,0,10,0.0013677382376044989
305,p_prel,It is the case that theories which I have studied will change,any,0,12,0.0010880808113142848
306,p_ppp,The theories in these places will change,any,0,7,0.0005278413882479072
307,p_ppp,Many of the theories in these places will change,any,0,9,0.0005157190025784075
308,p_ppp,It is the case that the theories in these places will change,any,0,12,0.0004179166571702808
309,p_nrel,The theories which I have not studied will change,any,1,9,0.0030886183958500624
310,p_nrel,Many of the theories which I have not studied will change,any,1,11,0.002493860898539424
311,p_nrel,It is the case that the theories which I have not studied will change,any,1,14,0.002228463301435113
312,p_npp,The theories in none of these places will change,any,1,9,0.012507653795182705
313,p_npp,Many of the theories in none of these places will change,any,1,11,0.010806686244904995
314,p_npp,It is the case that theories in none of these places will change,any,1,13,0.008135031908750534
315,n_pn,No theories will change,any,1,4,0.0037854586262255907
316,n_pn,None of the theories will change,any,1,6,0.007677163928747177
317,n_pn,It is not the case that the theories will change,any,1,10,0.009341520257294178
318,n_prel,No theories which I have studied will change,any,1,8,0.00898054987192154
319,n_prel,None of the theories which I have studied will change,any,1,10,0.01301454659551382
320,n_prel,It is not the case that the theories which I have studied will change,any,1,14,0.020165031775832176
321,n_ppp,No theories in these places will change,any,1,7,0.004709362518042326
322,n_ppp,None of the theories in these places will change,any,1,9,0.008382132276892662
323,n_ppp,It is not the case that theories in these places will change,any,1,12,0.0048130350187420845
324,n_nrel,No theories which I have not studied will change,any,1,9,0.009651539847254753
325,n_nrel,None of the theories which I have not have studied will change,any,1,12,0.01551451999694109
326,n_nrel,It is not the case that the theories which I have not studied will change,any,1,15,0.023233618587255478
327,n_npp,No theories in none of these places will change,any,1,9,0.0062542445957660675
328,n_npp,None of the theories in none of these places will change,any,1,11,0.009903905913233757
329,n_npp,It is not the case that theories in none of these places will change,any,1,14,0.008315696381032467
330,p_pn,The theories impress,any,0,3,0.0013263027649372816
331,p_pn,Many of the theories impress,any,0,5,0.0010741464793682098
332,p_pn,It is the case that the theories impress,any,0,8,0.001097066910006106
333,p_prel,The theories which I have studied impress,any,0,7,0.0007586897118017077
334,p_prel,Many of the theories which I have studied impress,any,0,9,0.0007165618008002639
335,p_prel,It is the case that theories which I have studied impress,any,0,11,0.0012977065052837133
336,p_ppp,The theories in these places impress,any,0,6,0.0013549062423408031
337,p_ppp,Many of the theories in these places impress,any,0,8,0.0011361615033820271
338,p_ppp,It is the case that the theories in these places impress,any,0,11,0.001379667897708714
339,p_nrel,The theories which I have not studied impress,any,1,8,0.0015322809340432286
340,p_nrel,Many of the theories which I have not studied impress,any,1,10,0.001492049777880311
341,p_nrel,It is the case that the theories which I have not studied impress,any,1,13,0.002264516893774271
342,p_npp,The theories in none of these places impress,any,1,8,0.019618354737758636
343,p_npp,Many of the theories in none of these places impress,any,1,10,0.014471227303147316
344,p_npp,It is the case that theories in none of these places impress,any,1,12,0.02205961011350155
345,n_pn,No theories impress,any,1,3,0.004481941927224398
346,n_pn,None of the theories impress,any,1,5,0.012301565147936344
347,n_pn,It is not the case that the theories impress,any,1,9,0.015333922579884529
348,n_prel,No theories which I have studied impress,any,1,7,0.0030277830082923174
349,n_prel,None of the theories which I have studied impress,any,1,9,0.009310550056397915
350,n_prel,It is not the case that the theories which I have studied impress,any,1,13,0.012020974420011044
351,n_ppp,No theories in these places impress,any,1,6,0.005928146652877331
352,n_ppp,None of the theories in these places impress,any,1,8,0.0132020004093647
353,n_ppp,It is not the case that theories in these places impress,any,1,11,0.017087895423173904
354,n_nrel,No theories which I have not studied impress,any,1,8,0.005101087037473917
355,n_nrel,None of the theories which I have not have studied impress,any,1,11,0.008993838913738728
356,n_nrel,It is not the case that the theories which I have not studied impress,any,1,14,0.021763918921351433
357,n_npp,No theories in none of these places impress,any,1,8,0.010725196450948715
358,n_npp,None of the theories in none of these places impress,any,1,10,0.01623033545911312
359,n_npp,It is not the case that theories in none of these places impress,any,1,13,0.026048246771097183
360,p_pn,The cats have done,any,0,4,0.00021992280380800366
361,p_pn,Many of the cats have done,any,0,6,0.0002686471270862967
362,p_pn,It is the case that the cats have done,any,0,9,0.0004420848563313484
363,p_prel,The cats which I have studied have done,any,0,8,0.00021395199291873723
364,p_prel,Many of the cats which I have studied have done,any,0,10,0.0002155280380975455
365,p_prel,It is the case that cats which I have studied have done,any,0,12,0.00022730862838216126
366,p_ppp,The cats in these places have done,any,0,7,0.00036515953252092004
367,p_ppp,Many of the cats in these places have done,any,0,9,0.0003978767490480095
368,p_ppp,It is the case that the cats in these places have done,any,0,12,0.0005422215908765793
369,p_nrel,The cats which I have not studied have done,any,1,9,0.0003383581934031099
370,p_nrel,Many of the cats which I have not studied have done,any,1,11,0.00037929508835077286
371,p_nrel,It is the case that the cats which I have not studied have done,any,1,14,0.0008901473484002054
372,p_npp,The cats in none of these places have done,any,1,9,0.1093747615814209
373,p_npp,Many of the cats in none of these places have done,any,1,11,0.12363140285015106
374,p_npp,It is the case that cats in none of these places have done,any,1,13,0.10301441699266434
375,n_pn,No cats have done,any,1,4,0.02325974963605404
376,n_pn,None of the cats have done,any,1,6,0.10870266705751419
377,n_pn,It is not the case that the cats have done,any,1,10,0.07464577257633209
378,n_prel,No cats which I have studied have done,any,1,8,0.02402004599571228
379,n_prel,None of the cats which I have studied have done,any,1,10,0.08284758031368256
380,n_prel,It is not the case that the cats which I have studied have done,any,1,14,0.06875719875097275
381,n_ppp,No cats in these places have done,any,1,7,0.054335132241249084
382,n_ppp,None of the cats in these places have done,any,1,9,0.12530580163002014
383,n_ppp,It is not the case that cats in these places have done,any,1,12,0.06160770356655121
384,n_nrel,No cats which I have not studied have done,any,1,9,0.04191531240940094
385,n_nrel,None of the cats which I have not have studied have done,any,1,12,0.08468268066644669
386,n_nrel,It is not the case that the cats which I have not studied have done,any,1,15,0.09316250681877136
387,n_npp,No cats in none of these places have done,any,1,9,0.05953027680516243
388,n_npp,None of the cats in none of these places have done,any,1,11,0.10845105350017548
389,n_npp,It is not the case that cats in none of these places have done,any,1,14,0.08907120674848557
390,p_pn,The cats will impact,any,0,4,0.0031431035604327917
391,p_pn,Many of the cats will impact,any,0,6,0.001897036680020392
