number,construction,sentence,item,grammaticality,num_words,prob
29,n_npp,It is not the case that laws in none of these places have done [MASK] harm.,any,1,16,0.6535336971282959
30,p_pn,The laws will impact [MASK] legislation.,any,0,6,0.006739107891917229
31,p_pn,Many of the laws will impact [MASK] legislation.,any,0,8,0.003072133054956794
32,p_pn,It is the case that the laws will impact [MASK] legislation.,any,0,11,0.012994877994060516
33,p_prel,The laws which I have studied will impact [MASK] legislation.,any,0,10,0.0068952166475355625
34,p_prel,Many of the laws which I have studied will impact [MASK] legislation.,any,0,12,0.002937416546046734
35,p_prel,It is the case that laws which I have studied will impact [MASK] legislation.,any,0,14,0.013087546452879906
36,p_ppp,The laws in these places will impact [MASK] legislation.,any,0,9,0.0077823493629693985
37,p_ppp,Many of the laws in these places will impact [MASK] legislation.,any,0,11,0.003964514005929232
38,p_ppp,It is the case that the laws in these places will impact [MASK] legislation.,any,0,14,0.012269373051822186
39,p_nrel,The laws which I have not studied will impact [MASK] legislation.,any,1,11,0.010546976700425148
40,p_nrel,Many of the laws which I have not studied will impact [MASK] legislation.,any,1,13,0.006196987349539995
41,p_nrel,It is the case that the laws which I have not studied will impact [MASK] legislation.,any,1,16,0.014451482333242893
42,p_npp,The laws in none of these places will impact [MASK] legislation.,any,1,11,0.03185620903968811
43,p_npp,Many of the laws in none of these places will impact [MASK] legislation.,any,1,13,0.017939835786819458
44,p_npp,It is the case that laws in none of these places will impact [MASK] legislation.,any,1,15,0.03980781510472298
45,n_pn,No laws will impact [MASK] legislation.,any,1,6,0.03444032371044159
46,n_pn,None of the laws will impact [MASK] legislation.,any,1,8,0.04826582223176956
47,n_pn,It is not the case that the laws will impact [MASK] legislation.,any,1,12,0.03930658847093582
48,n_prel,No laws which I have studied will impact [MASK] legislation.,any,1,10,0.030936503782868385
49,n_prel,None of the laws which I have studied will impact [MASK] legislation.,any,1,12,0.03124728612601757
50,n_prel,It is not the case that the laws which I have studied will impact [MASK] legislation.,any,1,16,0.028869865462183952
51,n_ppp,No laws in these places will impact [MASK] legislation.,any,1,9,0.061511799693107605
52,n_ppp,None of the laws in these places will impact [MASK] legislation.,any,1,11,0.06555689126253128
53,n_ppp,It is not the case that laws in these places will impact [MASK] legislation.,any,1,14,0.03419492393732071
54,n_nrel,No laws which I have not studied will impact [MASK] legislation.,any,1,11,0.025340581312775612
55,n_nrel,None of the laws which I have not have studied will impact [MASK] legislation.,any,1,14,0.03315488621592522
56,n_nrel,It is not the case that the laws which I have not studied will impact [MASK] legislation.,any,1,17,0.0255415178835392
57,n_npp,No laws in none of these places will impact [MASK] legislation.,any,1,11,0.07761560380458832
58,n_npp,None of the laws in none of these places will impact [MASK] legislation.,any,1,13,0.06677274405956268
59,n_npp,It is not the case that laws in none of these places will impact [MASK] legislation.,any,1,16,0.04626288264989853
60,p_pn,The laws confuse [MASK] astronomers.,any,0,5,0.0006683876272290945
61,p_pn,Many of the laws confuse [MASK] astronomers.,any,0,7,0.0002549166965764016
62,p_pn,It is the case that the laws confuse [MASK] astronomers.,any,0,10,0.0008989150519482791
63,p_prel,The laws which I have studied confuse [MASK] astronomers.,any,0,9,0.0013765572803094983
64,p_prel,Many of the laws which I have studied confuse [MASK] astronomers.,any,0,11,0.0007362543256022036
65,p_prel,It is the case that laws which I have studied confuse [MASK] astronomers.,any,0,13,0.001289275474846363
66,p_ppp,The laws in these places confuse [MASK] astronomers.,any,0,8,0.0009577477467246354
67,p_ppp,Many of the laws in these places confuse [MASK] astronomers.,any,0,10,0.0005152132944203913
68,p_ppp,It is the case that the laws in these places confuse [MASK] astronomers.,any,0,13,0.0012088330695405602
69,p_nrel,The laws which I have not studied confuse [MASK] astronomers.,any,1,10,0.0032014972530305386
70,p_nrel,Many of the laws which I have not studied confuse [MASK] astronomers.,any,1,12,0.0017939744284376502
71,p_nrel,It is the case that the laws which I have not studied confuse [MASK] astronomers.,any,1,15,0.0031014590058475733
72,p_npp,The laws in none of these places confuse [MASK] astronomers.,any,1,10,0.006022708024829626
73,p_npp,Many of the laws in none of these places confuse [MASK] astronomers.,any,1,12,0.0015992306871339679
74,p_npp,It is the case that laws in none of these places confuse [MASK] astronomers.,any,1,14,0.003849088679999113
75,n_pn,No laws confuse [MASK] astronomers.,any,1,5,0.0055143763311207294
76,n_pn,None of the laws confuse [MASK] astronomers.,any,1,7,0.006510927341878414
77,n_pn,It is not the case that the laws confuse [MASK] astronomers.,any,1,11,0.0017565593589097261
78,n_prel,No laws which I have studied confuse [MASK] astronomers.,any,1,9,0.018985480070114136
79,n_prel,None of the laws which I have studied confuse [MASK] astronomers.,any,1,11,0.019498849287629128
80,n_prel,It is not the case that the laws which I have studied confuse [MASK] astronomers.,any,1,15,0.002708751941099763
81,n_ppp,No laws in these places confuse [MASK] astronomers.,any,1,8,0.012663188390433788
82,n_ppp,None of the laws in these places confuse [MASK] astronomers.,any,1,10,0.010404570959508419
83,n_ppp,It is not the case that laws in these places confuse [MASK] astronomers.,any,1,13,0.002240030560642481
84,n_nrel,No laws which I have not studied confuse [MASK] astronomers.,any,1,10,0.013479280285537243
85,n_nrel,None of the laws which I have not have studied confuse [MASK] astronomers.,any,1,13,0.01952938549220562
86,n_nrel,It is not the case that the laws which I have not studied confuse [MASK] astronomers.,any,1,16,0.0049254680052399635
87,n_npp,No laws in none of these places confuse [MASK] astronomers.,any,1,10,0.01347854733467102
88,n_npp,None of the laws in none of these places confuse [MASK] astronomers.,any,1,12,0.013068418949842453
89,n_npp,It is not the case that laws in none of these places confuse [MASK] astronomers.,any,1,15,0.004281316418200731
90,p_pn,The laws inspired [MASK] revolutions.,any,0,5,0.0004966282867826521
91,p_pn,Many of the laws inspired [MASK] revolutions.,any,0,7,0.000644982501398772
92,p_pn,It is the case that the laws inspired [MASK] revolutions.,any,0,10,0.002068794798105955
93,p_prel,The laws which I have studied inspired [MASK] revolutions.,any,0,9,0.0006743637495674193
94,p_prel,Many of the laws which I have studied inspired [MASK] revolutions.,any,0,11,0.0007389631937257946
95,p_prel,It is the case that laws which I have studied inspired [MASK] revolutions.,any,0,13,0.0011325166560709476
96,p_ppp,The laws in these places inspired [MASK] revolutions.,any,0,8,0.00042224442586302757
97,p_ppp,Many of the laws in these places inspired [MASK] revolutions.,any,0,10,0.0006491210660897195
98,p_ppp,It is the case that the laws in these places inspired [MASK] revolutions.,any,0,13,0.0021203355863690376
99,p_nrel,The laws which I have not studied inspired [MASK] revolutions.,any,1,10,0.03721059858798981
100,p_nrel,Many of the laws which I have not studied inspired [MASK] revolutions.,any,1,12,0.009454932063817978
101,p_nrel,It is the case that the laws which I have not studied inspired [MASK] revolutions.,any,1,15,0.0431111715734005
102,p_npp,The laws in none of these places inspired [MASK] revolutions.,any,1,10,0.14505307376384735
103,p_npp,Many of the laws in none of these places inspired [MASK] revolutions.,any,1,12,0.004736180882900953
104,p_npp,It is the case that laws in none of these places inspired [MASK] revolutions.,any,1,14,0.0894598737359047
105,n_pn,No laws inspired [MASK] revolutions.,any,1,5,0.11705224961042404
106,n_pn,None of the laws inspired [MASK] revolutions.,any,1,7,0.40857186913490295
107,n_pn,It is not the case that the laws inspired [MASK] revolutions.,any,1,11,0.020871886983513832
108,n_prel,No laws which I have studied inspired [MASK] revolutions.,any,1,9,0.13280223309993744
109,n_prel,None of the laws which I have studied inspired [MASK] revolutions.,any,1,11,0.2344357818365097
110,n_prel,It is not the case that the laws which I have studied inspired [MASK] revolutions.,any,1,15,0.008437858894467354
111,n_ppp,No laws in these places inspired [MASK] revolutions.,any,1,8,0.3613998591899872
112,n_ppp,None of the laws in these places inspired [MASK] revolutions.,any,1,10,0.37604665756225586
113,n_ppp,It is not the case that laws in these places inspired [MASK] revolutions.,any,1,13,0.022623982280492783
114,n_nrel,No laws which I have not studied inspired [MASK] revolutions.,any,1,10,0.15213152766227722
115,n_nrel,None of the laws which I have not have studied inspired [MASK] revolutions.,any,1,13,0.1786792129278183
116,n_nrel,It is not the case that the laws which I have not studied inspired [MASK] revolutions.,any,1,16,0.07405099272727966
117,n_npp,No laws in none of these places inspired [MASK] revolutions.,any,1,10,0.23170430958271027
118,n_npp,None of the laws in none of these places inspired [MASK] revolutions.,any,1,12,0.2600150406360626
119,n_npp,It is not the case that laws in none of these places inspired [MASK] revolutions.,any,1,15,0.07401461899280548
120,p_pn,The laws will change [MASK] lives.,any,0,6,2.3260421585291624e-05
121,p_pn,Many of the laws will change [MASK] lives.,any,0,8,8.035443897824734e-06
122,p_pn,It is the case that the laws will change [MASK] lives.,any,0,11,6.147997919470072e-05
123,p_prel,The laws which I have studied will change [MASK] lives.,any,0,10,4.8733316361904144e-05
124,p_prel,Many of the laws which I have studied will change [MASK] lives.,any,0,12,1.0723421837610658e-05
125,p_prel,It is the case that laws which I have studied will change [MASK] lives.,any,0,14,2.9214426831458695e-05
126,p_ppp,The laws in these places will change [MASK] lives.,any,0,9,1.5330148016801104e-05
127,p_ppp,Many of the laws in these places will change [MASK] lives.,any,0,11,7.296267540368717e-06
128,p_ppp,It is the case that the laws in these places will change [MASK] lives.,any,0,14,3.1945863156579435e-05
129,p_nrel,The laws which I have not studied will change [MASK] lives.,any,1,11,5.1133469241904095e-05
130,p_nrel,Many of the laws which I have not studied will change [MASK] lives.,any,1,13,1.4013456166139804e-05
131,p_nrel,It is the case that the laws which I have not studied will change [MASK] lives.,any,1,16,3.5014421882806346e-05
132,p_npp,The laws in none of these places will change [MASK] lives.,any,1,11,0.0001868207036750391
133,p_npp,Many of the laws in none of these places will change [MASK] lives.,any,1,13,4.721522782347165e-05
134,p_npp,It is the case that laws in none of these places will change [MASK] lives.,any,1,15,0.00015264013200066984
135,n_pn,No laws will change [MASK] lives.,any,1,6,0.00024325413687620312
136,n_pn,None of the laws will change [MASK] lives.,any,1,8,0.0011780660133808851
137,n_pn,It is not the case that the laws will change [MASK] lives.,any,1,12,0.00017645827028900385
138,n_prel,No laws which I have studied will change [MASK] lives.,any,1,10,0.0004698278207797557
139,n_prel,None of the laws which I have studied will change [MASK] lives.,any,1,12,0.000903418636880815
140,n_prel,It is not the case that the laws which I have studied will change [MASK] lives.,any,1,16,7.169813761720434e-05
141,n_ppp,No laws in these places will change [MASK] lives.,any,1,9,0.0003209425194654614
142,n_ppp,None of the laws in these places will change [MASK] lives.,any,1,11,0.0007581284153275192
143,n_ppp,It is not the case that laws in these places will change [MASK] lives.,any,1,14,7.020251359790564e-05
144,n_nrel,No laws which I have not studied will change [MASK] lives.,any,1,11,0.00023651475203223526
145,n_nrel,None of the laws which I have not have studied will change [MASK] lives.,any,1,14,0.0007524224347434938
146,n_nrel,It is not the case that the laws which I have not studied will change [MASK] lives.,any,1,17,8.017080108402297e-05
147,n_npp,No laws in none of these places will change [MASK] lives.,any,1,11,0.00028510234551504254
148,n_npp,None of the laws in none of these places will change [MASK] lives.,any,1,13,0.000508338853251189
149,n_npp,It is not the case that laws in none of these places will change [MASK] lives.,any,1,16,0.00013189829769544303
150,p_pn,The laws impress [MASK] ambassadors.,any,0,5,0.000744880991987884
151,p_pn,Many of the laws impress [MASK] ambassadors.,any,0,7,0.0007101211231201887
152,p_pn,It is the case that the laws impress [MASK] ambassadors.,any,0,10,0.0017347615212202072
153,p_prel,The laws which I have studied impress [MASK] ambassadors.,any,0,9,0.00023206243349704891
154,p_prel,Many of the laws which I have studied impress [MASK] ambassadors.,any,0,11,0.00025907927192747593
155,p_prel,It is the case that laws which I have studied impress [MASK] ambassadors.,any,0,13,0.0005624119658023119
156,p_ppp,The laws in these places impress [MASK] ambassadors.,any,0,8,0.000659707875456661
157,p_ppp,Many of the laws in these places impress [MASK] ambassadors.,any,0,10,0.0005641031893901527
158,p_ppp,It is the case that the laws in these places impress [MASK] ambassadors.,any,0,13,0.0012912533711642027
159,p_nrel,The laws which I have not studied impress [MASK] ambassadors.,any,1,10,0.0006441663717851043
160,p_nrel,Many of the laws which I have not studied impress [MASK] ambassadors.,any,1,12,0.0005202402244322002
161,p_nrel,It is the case that the laws which I have not studied impress [MASK] ambassadors.,any,1,15,0.001571805216372013
162,p_npp,The laws in none of these places impress [MASK] ambassadors.,any,1,10,0.002123802900314331
163,p_npp,Many of the laws in none of these places impress [MASK] ambassadors.,any,1,12,0.0010497968178242445
164,p_npp,It is the case that laws in none of these places impress [MASK] ambassadors.,any,1,14,0.005863344296813011
165,n_pn,No laws impress [MASK] ambassadors.,any,1,5,0.0034816679544746876
166,n_pn,None of the laws impress [MASK] ambassadors.,any,1,7,0.0017303295899182558
167,n_pn,It is not the case that the laws impress [MASK] ambassadors.,any,1,11,0.003622401738539338
168,n_prel,No laws which I have studied impress [MASK] ambassadors.,any,1,9,0.006885966286063194
169,n_prel,None of the laws which I have studied impress [MASK] ambassadors.,any,1,11,0.0026266155764460564
170,n_prel,It is not the case that the laws which I have studied impress [MASK] ambassadors.,any,1,15,0.001300274976529181
171,n_ppp,No laws in these places impress [MASK] ambassadors.,any,1,8,0.00331462942995131
172,n_ppp,None of the laws in these places impress [MASK] ambassadors.,any,1,10,0.0023473023902624846
173,n_ppp,It is not the case that laws in these places impress [MASK] ambassadors.,any,1,13,0.0035369794350117445
174,n_nrel,No laws which I have not studied impress [MASK] ambassadors.,any,1,10,0.005883124656975269
175,n_nrel,None of the laws which I have not have studied impress [MASK] ambassadors.,any,1,13,0.0036753397434949875
176,n_nrel,It is not the case that the laws which I have not studied impress [MASK] ambassadors.,any,1,16,0.00309275696054101
177,n_npp,No laws in none of these places impress [MASK] ambassadors.,any,1,10,0.002901355503126979
178,n_npp,None of the laws in none of these places impress [MASK] ambassadors.,any,1,12,0.0027348834555596113
179,n_npp,It is not the case that laws in none of these places impress [MASK] ambassadors.,any,1,15,0.005821999628096819
180,p_pn,The theories have done [MASK] harm.,any,0,6,0.00048767795669846237
181,p_pn,Many of the theories have done [MASK] harm.,any,0,8,0.002117327181622386
182,p_pn,It is the case that the theories have done [MASK] harm.,any,0,11,0.0009069055086001754
183,p_prel,The theories which I have studied have done [MASK] harm.,any,0,10,0.0002060244878521189
184,p_prel,Many of the theories which I have studied have done [MASK] harm.,any,0,12,0.0011905526043847203
185,p_prel,It is the case that theories which I have studied have done [MASK] harm.,any,0,14,0.0007067074184305966
186,p_ppp,The theories in these places have done [MASK] harm.,any,0,9,0.0005690730758942664
187,p_ppp,Many of the theories in these places have done [MASK] harm.,any,0,11,0.0017110855551436543
188,p_ppp,It is the case that the theories in these places have done [MASK] harm.,any,0,14,0.0011579063721001148
189,p_nrel,The theories which I have not studied have done [MASK] harm.,any,1,11,0.0016652480699121952
190,p_nrel,Many of the theories which I have not studied have done [MASK] harm.,any,1,13,0.0055655548349022865
191,p_nrel,It is the case that the theories which I have not studied have done [MASK] harm.,any,1,16,0.007060176692903042
192,p_npp,The theories in none of these places have done [MASK] harm.,any,1,11,0.7608201503753662
193,p_npp,Many of the theories in none of these places have done [MASK] harm.,any,1,13,0.695009171962738
194,p_npp,It is the case that theories in none of these places have done [MASK] harm.,any,1,15,0.7972986102104187
195,n_pn,No theories have done [MASK] harm.,any,1,6,0.859963595867157
196,n_pn,None of the theories have done [MASK] harm.,any,1,8,0.8400368690490723
197,n_pn,It is not the case that the theories have done [MASK] harm.,any,1,12,0.6863738894462585
198,n_prel,No theories which I have studied have done [MASK] harm.,any,1,10,0.776310384273529
199,n_prel,None of the theories which I have studied have done [MASK] harm.,any,1,12,0.7955847978591919
200,n_prel,It is not the case that the theories which I have studied have done [MASK] harm.,any,1,16,0.46057212352752686
201,n_ppp,No theories in these places have done [MASK] harm.,any,1,9,0.7963807582855225
202,n_ppp,None of the theories in these places have done [MASK] harm.,any,1,11,0.798256516456604
203,n_ppp,It is not the case that theories in these places have done [MASK] harm.,any,1,14,0.626392126083374
204,n_nrel,No theories which I have not studied have done [MASK] harm.,any,1,11,0.716407299041748
205,n_nrel,None of the theories which I have not have studied have done [MASK] harm.,any,1,14,0.7729961276054382
206,n_nrel,It is not the case that the theories which I have not studied have done [MASK] harm.,any,1,17,0.5370352864265442
207,n_npp,No theories in none of these places have done [MASK] harm.,any,1,11,0.6696102023124695
208,n_npp,None of the theories in none of these places have done [MASK] harm.,any,1,13,0.8118859529495239
209,n_npp,It is not the case that theories in none of these places have done [MASK] harm.,any,1,16,0.7901407480239868
210,p_pn,The theories will impact [MASK] legislation.,any,0,6,0.0037521168123930693
211,p_pn,Many of the theories will impact [MASK] legislation.,any,0,8,0.0022020002361387014
212,p_pn,It is the case that the theories will impact [MASK] legislation.,any,0,11,0.013927241787314415
213,p_prel,The theories which I have studied will impact [MASK] legislation.,any,0,10,0.007029390428215265
214,p_prel,Many of the theories which I have studied will impact [MASK] legislation.,any,0,12,0.004007120616734028
215,p_prel,It is the case that theories which I have studied will impact [MASK] legislation.,any,0,14,0.014115075580775738
216,p_ppp,The theories in these places will impact [MASK] legislation.,any,0,9,0.006097263656556606
217,p_ppp,Many of the theories in these places will impact [MASK] legislation.,any,0,11,0.002880271291360259
218,p_ppp,It is the case that the theories in these places will impact [MASK] legislation.,any,0,14,0.014838424511253834
219,p_nrel,The theories which I have not studied will impact [MASK] legislation.,any,1,11,0.012161570601165295
220,p_nrel,Many of the theories which I have not studied will impact [MASK] legislation.,any,1,13,0.00732082687318325
221,p_nrel,It is the case that the theories which I have not studied will impact [MASK] legislation.,any,1,16,0.015474742278456688
222,p_npp,The theories in none of these places will impact [MASK] legislation.,any,1,11,0.04408688843250275
223,p_npp,Many of the theories in none of these places will impact [MASK] legislation.,any,1,13,0.020986521616578102
224,p_npp,It is the case that theories in none of these places will impact [MASK] legislation.,any,1,15,0.06765009462833405
225,n_pn,No theories will impact [MASK] legislation.,any,1,6,0.04936644807457924
226,n_pn,None of the theories will impact [MASK] legislation.,any,1,8,0.055549491196870804
227,n_pn,It is not the case that the theories will impact [MASK] legislation.,any,1,12,0.04858829826116562
228,n_prel,No theories which I have studied will impact [MASK] legislation.,any,1,10,0.03385361284017563
229,n_prel,None of the theories which I have studied will impact [MASK] legislation.,any,1,12,0.03739239275455475
230,n_prel,It is not the case that the theories which I have studied will impact [MASK] legislation.,any,1,16,0.02346373349428177
231,n_ppp,No theories in these places will impact [MASK] legislation.,any,1,9,0.08010797947645187
232,n_ppp,None of the theories in these places will impact [MASK] legislation.,any,1,11,0.08634956926107407
233,n_ppp,It is not the case that theories in these places will impact [MASK] legislation.,any,1,14,0.04960179701447487
234,n_nrel,No theories which I have not studied will impact [MASK] legislation.,any,1,11,0.028158077970147133
235,n_nrel,None of the theories which I have not have studied will impact [MASK] legislation.,any,1,14,0.0318126380443573
236,n_nrel,It is not the case that the theories which I have not studied will impact [MASK] legislation.,any,1,17,0.027071019634604454
237,n_npp,No theories in none of these places will impact [MASK] legislation.,any,1,11,0.06511843949556351
238,n_npp,None of the theories in none of these places will impact [MASK] legislation.,any,1,13,0.08445172011852264
239,n_npp,It is not the case that theories in none of these places will impact [MASK] legislation.,any,1,16,0.07465489953756332
240,p_pn,The theories confuse [MASK] astronomers.,any,0,5,0.0006716778152622283
241,p_pn,Many of the theories confuse [MASK] astronomers.,any,0,7,0.00027565041091293097
242,p_pn,It is the case that the theories confuse [MASK] astronomers.,any,0,10,0.000999966636300087
243,p_prel,The theories which I have studied confuse [MASK] astronomers.,any,0,9,0.0013379657175391912
244,p_prel,Many of the theories which I have studied confuse [MASK] astronomers.,any,0,11,0.0006961491308175027
245,p_prel,It is the case that theories which I have studied confuse [MASK] astronomers.,any,0,13,0.0014129359042271972
246,p_ppp,The theories in these places confuse [MASK] astronomers.,any,0,8,0.0010599215747788548
247,p_ppp,Many of the theories in these places confuse [MASK] astronomers.,any,0,10,0.0005631467793136835
248,p_ppp,It is the case that the theories in these places confuse [MASK] astronomers.,any,0,13,0.0014511975459754467
249,p_nrel,The theories which I have not studied confuse [MASK] astronomers.,any,1,10,0.002955641131848097
250,p_nrel,Many of the theories which I have not studied confuse [MASK] astronomers.,any,1,12,0.0015533012337982655
251,p_nrel,It is the case that the theories which I have not studied confuse [MASK] astronomers.,any,1,15,0.0027576317079365253
252,p_npp,The theories in none of these places confuse [MASK] astronomers.,any,1,10,0.005860523320734501
253,p_npp,Many of the theories in none of these places confuse [MASK] astronomers.,any,1,12,0.0015361576806753874
254,p_npp,It is the case that theories in none of these places confuse [MASK] astronomers.,any,1,14,0.004130335990339518
255,n_pn,No theories confuse [MASK] astronomers.,any,1,5,0.009331506676971912
256,n_pn,None of the theories confuse [MASK] astronomers.,any,1,7,0.007121511269360781
257,n_pn,It is not the case that the theories confuse [MASK] astronomers.,any,1,11,0.0020521727856248617
258,n_prel,No theories which I have studied confuse [MASK] astronomers.,any,1,9,0.0308054368942976
259,n_prel,None of the theories which I have studied confuse [MASK] astronomers.,any,1,11,0.021717358380556107
260,n_prel,It is not the case that the theories which I have studied confuse [MASK] astronomers.,any,1,15,0.002652564784511924
261,n_ppp,No theories in these places confuse [MASK] astronomers.,any,1,8,0.013712591491639614
262,n_ppp,None of the theories in these places confuse [MASK] astronomers.,any,1,10,0.00946725532412529
263,n_ppp,It is not the case that theories in these places confuse [MASK] astronomers.,any,1,13,0.0026791803538799286
264,n_nrel,No theories which I have not studied confuse [MASK] astronomers.,any,1,10,0.019644593819975853
265,n_nrel,None of the theories which I have not have studied confuse [MASK] astronomers.,any,1,13,0.021533513441681862
266,n_nrel,It is not the case that the theories which I have not studied confuse [MASK] astronomers.,any,1,16,0.004509496968239546
267,n_npp,No theories in none of these places confuse [MASK] astronomers.,any,1,10,0.014600575901567936
268,n_npp,None of the theories in none of these places confuse [MASK] astronomers.,any,1,12,0.012072792276740074
269,n_npp,It is not the case that theories in none of these places confuse [MASK] astronomers.,any,1,15,0.004531835671514273
270,p_pn,The theories inspired [MASK] revolutions.,any,0,5,0.00020645603945013136
271,p_pn,Many of the theories inspired [MASK] revolutions.,any,0,7,0.00041650503408163786
272,p_pn,It is the case that the theories inspired [MASK] revolutions.,any,0,10,0.0017025441629812121
273,p_prel,The theories which I have studied inspired [MASK] revolutions.,any,0,9,0.0005015279748477042
274,p_prel,Many of the theories which I have studied inspired [MASK] revolutions.,any,0,11,0.000619259721133858
275,p_prel,It is the case that theories which I have studied inspired [MASK] revolutions.,any,0,13,0.0008469502790831029
276,p_ppp,The theories in these places inspired [MASK] revolutions.,any,0,8,0.00029622224974446
277,p_ppp,Many of the theories in these places inspired [MASK] revolutions.,any,0,10,0.0004725645121652633
278,p_ppp,It is the case that the theories in these places inspired [MASK] revolutions.,any,0,13,0.0017038852674886584
279,p_nrel,The theories which I have not studied inspired [MASK] revolutions.,any,1,10,0.02583100087940693
280,p_nrel,Many of the theories which I have not studied inspired [MASK] revolutions.,any,1,12,0.0074723102152347565
281,p_nrel,It is the case that the theories which I have not studied inspired [MASK] revolutions.,any,1,15,0.036950673907995224
282,p_npp,The theories in none of these places inspired [MASK] revolutions.,any,1,10,0.14360545575618744
283,p_npp,Many of the theories in none of these places inspired [MASK] revolutions.,any,1,12,0.008288739249110222
284,p_npp,It is the case that theories in none of these places inspired [MASK] revolutions.,any,1,14,0.06943082809448242
285,n_pn,No theories inspired [MASK] revolutions.,any,1,5,0.3802414834499359
286,n_pn,None of the theories inspired [MASK] revolutions.,any,1,7,0.30375146865844727
287,n_pn,It is not the case that the theories inspired [MASK] revolutions.,any,1,11,0.016470743343234062
288,n_prel,No theories which I have studied inspired [MASK] revolutions.,any,1,9,0.18839123845100403
289,n_prel,None of the theories which I have studied inspired [MASK] revolutions.,any,1,11,0.2749384939670563
290,n_prel,It is not the case that the theories which I have studied inspired [MASK] revolutions.,any,1,15,0.006742170080542564
291,n_ppp,No theories in these places inspired [MASK] revolutions.,any,1,8,0.2773219645023346
292,n_ppp,None of the theories in these places inspired [MASK] revolutions.,any,1,10,0.2429330050945282
293,n_ppp,It is not the case that theories in these places inspired [MASK] revolutions.,any,1,13,0.014315779320895672
294,n_nrel,No theories which I have not studied inspired [MASK] revolutions.,any,1,10,0.24707378447055817
295,n_nrel,None of the theories which I have not have studied inspired [MASK] revolutions.,any,1,13,0.22397509217262268
296,n_nrel,It is not the case that the theories which I have not studied inspired [MASK] revolutions.,any,1,16,0.06498371809720993
297,n_npp,No theories in none of these places inspired [MASK] revolutions.,any,1,10,0.2150079607963562
298,n_npp,None of the theories in none of these places inspired [MASK] revolutions.,any,1,12,0.20720674097537994
299,n_npp,It is not the case that theories in none of these places inspired [MASK] revolutions.,any,1,15,0.05825494974851608
300,p_pn,The theories will change [MASK] lives.,any,0,6,2.1828358512721024e-05
301,p_pn,Many of the theories will change [MASK] lives.,any,0,8,1.1036955584131647e-05
302,p_pn,It is the case that the theories will change [MASK] lives.,any,0,11,4.9788024625740945e-05
303,p_prel,The theories which I have studied will change [MASK] lives.,any,0,10,4.847903619520366e-05
304,p_prel,Many of the theories which I have studied will change [MASK] lives.,any,0,12,1.4318455214379355e-05
305,p_prel,It is the case that theories which I have studied will change [MASK] lives.,any,0,14,3.118653330602683e-05
306,p_ppp,The theories in these places will change [MASK] lives.,any,0,9,1.9988436179119162e-05
307,p_ppp,Many of the theories in these places will change [MASK] lives.,any,0,11,1.2707599125860725e-05
308,p_ppp,It is the case that the theories in these places will change [MASK] lives.,any,0,14,3.987337549915537e-05
